time,state_0,state_1
4.099999999999515e+01,-4.834737694520342e-03,3.310995374202894e-02
4.109999999999491e+01,-1.538100025824597e-03,3.276898381561310e-02
4.119999999999468e+01,1.708475368091574e-03,3.211060113945809e-02
4.129999999999445e+01,4.873863313617595e-03,3.114760390217349e-02
4.139999999999421e+01,7.928358096854797e-03,2.989555024509119e-02
4.149999999999398e+01,1.084393921769846e-02,2.837254970393987e-02
4.159999999999375e+01,1.359451521080126e-02,2.659903354079731e-02
4.169999999999352e+01,1.615614355574461e-02,2.459750665629278e-02
4.179999999999328e+01,1.850722497444056e-02,2.239228390098262e-02
4.189999999999305e+01,2.062867070086033e-02,2.000921370333352e-02
4.199999999999282e+01,2.250404160357169e-02,1.747539199944836e-02
4.209999999999258e+01,2.411965834217889e-02,1.481886948649897e-02
4.219999999999235e+01,2.546468204151913e-02,1.206835522803601e-02
4.229999999999212e+01,2.653116526934010e-02,9.252919615473199e-03
4.239999999999188e+01,2.731407340119725e-02,6.401699636922730e-03
4.249999999999165e+01,2.781127674759202e-02,3.543609323296618e-03
4.259999999999142e+01,2.802351410017967e-02,7.070581335446252e-04
4.269999999999119e+01,2.795432862360273e-02,-2.080320092326304e-03
4.279999999999095e+01,2.760997727472810e-02,-4.791925140397918e-03
4.289999999999072e+01,2.699931516954293e-02,-7.402433096043882e-03
4.299999999999049e+01,2.613365653766963e-02,-9.888021586198602e-03
4.309999999999025e+01,2.502661410359172e-02,-1.222657570765715e-02
4.319999999999002e+01,2.369391891067816e-02,-1.439787298672015e-02
4.329999999998979e+01,2.215322275764030e-02,-1.638374595569318e-02
4.339999999998955e+01,2.042388554609896e-02,-1.816822118118227e-02
4.349999999998932e+01,1.852674994168788e-02,-1.973763383514565e-02
4.359999999998909e+01,1.648390582904839e-02,-2.108071715960306e-02
4.369999999998885e+01,1.431844709291910e-02,-2.218866643711934e-02
4.379999999998862e+01,1.205422328329631e-02,-2.305517733905941e-02
4.389999999998839e+01,9.715588722598959e-03,-2.367645877961175e-02
4.399999999998816e+01,7.327151587426007e-03,-2.405122065324251e-02
4.409999999998792e+01,4.913525447596835e-03,-2.418063707422815e-02
4.419999999998769e+01,2.499085671696319e-03,-2.406828596700753e-02
4.429999999998746e+01,1.077330124988874e-04,-2.372006607323606e-02
4.439999999998722e+01,-2.237333431188336e-03,-2.314409264372183e-02
4.449999999998699e+01,-4.513831815973004e-03,-2.235057326917006e-02
4.459999999998676e+01,-6.700599812258554e-03,-2.135166547134778e-02
4.469999999998652e+01,-8.777781782945207e-03,-2.016131782460382e-02
4.479999999998629e+01,-1.072699932939912e-02,-1.879509650555706e-02
4.489999999998606e+01,-1.253150384692820e-02,-1.726999927533709e-02
4.499999999998582e+01,-1.417630993685819e-02,-1.560425898339419e-02
4.509999999998559e+01,-1.564830873450585e-02,-1.381713874418772e-02
4.519999999998536e+01,-1.693636042965380e-02,-1.192872097783820e-02
4.529999999998513e+01,-1.803136547629216e-02,-9.959692523142107e-03
4.539999999998489e+01,-1.892631420917129e-02,-7.931128026473527e-03
4.549999999998466e+01,-1.961631480391200e-02,-5.864273783518981e-03
4.559999999998443e+01,-2.009859973290632e-02,-3.780334163206515e-03
4.569999999998419e+01,-2.037251107895652e-02,-1.700262675481191e-03
4.579999999998396e+01,-2.043946527058046e-02,3.554403421828671e-04
4.589999999998373e+01,-2.030289799531480e-02,2.366921549224524e-03
4.599999999998349e+01,-1.996819022845861e-02,4.315158188094245e-03
4.609999999998326e+01,-1.944257648295080e-02,6.182129818632052e-03
4.619999999998303e+01,-1.873503654005722e-02,7.950976736536747e-03
4.629999999998279e+01,-1.785617205901398e-02,9.606143772457824e-03
4.639999999998256e+01,-1.681806958567282e-02,1.113350833867262e-02
4.649999999998233e+01,-1.563415158464132e-02,1.252049176857654e-02
4.659999999998210e+01,-1.431901720572100e-02,1.375615317839442e-02
4.669999999998186e+01,-1.288827456312206e-02,1.483126526867691e-02
4.679999999998163e+01,-1.135836635467716e-02,1.573837167333844e-02
4.689999999998140e+01,-9.746390677977836e-03,1.647182565429936e-02
4.699999999998116e+01,-8.069918911102451e-03,1.702781012833041e-02
4.709999999998093e+01,-6.346812517660123e-03,1.740433919763293e-02
4.719999999998070e+01,-4.595040609691080e-03,1.760124153526440e-02
4.729999999998046e+01,-2.832500058160718e-03,1.762012614906528e-02
4.739999999998023e+01,-1.076839880143185e-03,1.746433121169420e-02
4.749999999998000e+01,6.547084447545247e-04,1.713885679827915e-02
4.759999999997977e+01,2.345493167554434e-03,1.665028251572261e-02
4.769999999997953e+01,3.979595516493338e-03,1.600667113767085e-02
4.779999999997930e+01,5.541972658207609e-03,1.521745947553699e-02
4.789999999997907e+01,7.018589162950208e-03,1.429333781786975e-02
4.799999999997883e+01,8.396535900966702e-03,1.324611935706611e-02
4.809999999997860e+01,9.664135442737719e-03,1.208860109337656e-02
4.819999999997837e+01,1.081103318766614e-02,1.083441776095952e-02
4.829999999997813e+01,1.182827360232188e-02,9.497890359181681e-03
4.839999999997790e+01,1.270836110891446e-02,8.093870894378860e-03
4.849999999997767e+01,1.344530532560514e-02,6.637584942994448e-03
4.859999999997743e+01,1.403465052097677e-02,5.144473636665709e-03
4.869999999997720e+01,1.447348930386649e-02,3.630036643853524e-03
4.879999999997697e+01,1.476046072529620e-02,2.109677681573550e-03
4.889999999997674e+01,1.489573311993854e-02,5.985540353916673e-04
4.899999999997650e+01,1.488097215903516e-02,-8.885685030745365e-04
4.909999999997627e+01,1.471929472363400e-02,-2.337453953403532e-03
4.919999999997604e+01,1.441520933522709e-02,-3.734526483640043e-03
4.929999999997580e+01,1.397454399925518e-02,-5.066991636251394e-03
4.939999999997557e+01,1.340436242452303e-02,-6.322947423968587e-03
4.949999999997534e+01,1.271286967749028e-02,-7.491484397095538e-03
4.959999999997510e+01,1.190930841394817e-02,-8.562773910758688e-03
4.969999999997487e+01,1.100384690118198e-02,-9.528143952577509e-03
4.979999999997464e+01,1.000746010090942e-02,-1.038014202695712e-02
4.989999999997440e+01,8.931805126778262e-03,-1.111258473022180e-02
4.999999999997417e+01,7.789092419840151e-03,-1.172059378971009e-02
